episode;personality;hitsInflicted;dragonsKilled;hasKey;timeToFindKey;agentCollisions;distanceTraveled;avgSpeed;avgDistanceFromAgents;avgDistanceFromDragons;idleTime;timeInVicinityOfAgents
28;Conscientious;3;1;0;-1.000;2;14.059;0.236;2.913;5.128;1.720;6.560
28;Introvert;2;1;0;-1.000;1;24.097;0.440;3.517;5.971;0.820;1.940
29;Extrovert;0;0;0;-1.000;7;15.282;0.003;2.160;4.188;4.080;8.220
29;NonAgreeable;0;0;1;4.579;6;24.015;3.000;3.056;6.445;0.320;1.820
29;Conscientious;3;1;0;-1.000;10;13.048;2.590;1.796;2.418;0.820;9.460
29;Introvert;4;1;0;-1.000;5;16.291;2.015;2.564;2.688;0.220;4.820
30;Extrovert;0;0;0;-1.000;1;11.898;0.134;2.981;5.801;3.260;3.000
30;NonAgreeable;2;0;1;1.940;4;23.864;3.000;2.342;4.812;0.620;7.840
30;Conscientious;0;0;0;-1.000;0;15.614;0.305;4.085;6.799;1.720;0.400
30;Introvert;4;2;0;-1.000;5;16.789;0.231;2.130;4.351;0.620;9.200
31;Extrovert;0;0;0;-1.000;11;25.540;0.001;3.048;10.258;4.540;12.600
31;NonAgreeable;5;2;0;-1.000;9;43.156;2.880;3.336;5.284;0.500;7.700
31;Conscientious;1;0;0;-1.000;3;19.946;0.376;3.725;4.878;1.800;6.040
31;Introvert;0;0;1;14.980;9;29.821;2.121;3.496;11.755;1.300;10.440
32;Extrovert;0;0;0;-1.000;2;13.641;0.456;2.183;5.120;1.820;3.720
32;NonAgreeable;1;1;1;2.861;1;25.231;3.000;3.041;6.397;0.020;4.080
32;Conscientious;1;0;0;-1.000;5;16.433;1.344;2.258;6.782;0.320;5.680
32;Introvert;4;1;0;-1.000;4;20.194;1.175;2.440;4.405;0.620;7.260
33;Extrovert;1;0;0;-1.000;3;19.450;0.432;3.212;3.095;4.260;6.760
33;NonAgreeable;4;2;1;13.098;5;51.002;3.000;3.010;5.620;0.120;12.760
33;Conscientious;0;0;0;-1.000;4;25.801;1.078;3.072;7.524;1.920;12.480
33;Introvert;1;0;0;-1.000;4;22.990;1.008;2.963;5.139;2.020;15.740
34;Extrovert;0;0;0;-1.000;3;16.958;0.069;3.543;4.141;3.940;5.060
34;NonAgreeable;2;1;0;-1.000;3;35.051;3.000;3.065;6.705;0.100;9.060
34;Conscientious;3;1;0;-1.000;5;23.721;3.000;3.010;4.188;0.700;10.160
34;Introvert;1;0;1;5.222;1;34.377;3.000;4.081;8.213;0.500;3.300
35;Extrovert;0;0;0;-1.000;0;18.618;1.670;4.677;9.267;3.420;0.000
35;NonAgreeable;2;1;1;5.960;4;32.063;3.000;3.462;5.742;0.320;3.060
35;Conscientious;0;0;0;-1.000;0;9.498;3.000;4.321;11.887;0.220;0.000
35;Introvert;4;1;0;-1.000;4;19.850;0.509;3.503;4.831;0.720;3.060
36;Extrovert;0;0;0;-1.000;2;9.151;0.003;1.837;3.513;3.040;3.300
36;NonAgreeable;3;1;1;1.340;2;19.108;3.000;2.650;4.261;0.160;1.760
36;Conscientious;0;0;0;-1.000;3;14.184;0.727;2.418;7.275;0.620;3.800
36;Introvert;3;1;0;-1.000;3;17.795;1.176;2.004;5.208;0.520;4.200
37;Extrovert;0;0;0;-1.000;1;19.815;0.255;2.740;6.691;3.600;2.020
37;NonAgreeable;4;1;1;5.660;0;35.574;3.000;2.790;5.088;0.320;2.760
