episode;win;failReason;episodeDuration;timeToKillAllDragons;timeToGrabKey;timeFromKeyGrabToEscape
143;1;null;10.660;4.140;4.900;1.620
144;1;null;20.920;4.840;2.940;13.140
145;1;null;14.020;3.380;3.860;6.780
146;1;null;12.300;6.540;3.200;2.560
147;1;null;20.880;4.080;1.380;15.420
148;1;null;13.600;5.180;0.880;7.540
149;1;null;9.040;4.720;1.360;2.960
150;1;null;9.380;4.600;2.340;2.440
151;1;null;14.740;5.460;6.480;2.800
152;1;null;11.120;3.640;3.340;4.140
153;1;null;15.180;1.340;7.340;6.500
154;1;null;24.740;9.720;13.380;1.640
155;1;null;11.240;4.440;1.820;4.980
156;1;null;12.420;2.220;2.420;7.780
157;1;null;4.800;2.980;0.840;0.980
158;1;null;10.060;3.680;1.100;5.280
159;1;null;19.180;4.440;4.760;9.980
160;1;null;14.020;9.560;1.560;2.900
161;1;null;10.260;5.740;1.120;3.400
162;1;null;10.560;4.600;5.320;0.640
163;1;null;15.760;4.180;3.240;8.340
164;1;null;8.760;4.040;2.220;2.500
165;1;null;16.180;5.040;0.480;10.660
166;0;DragonEscaped;9.120;9.120;0.000;0.000
167;1;null;11.240;5.260;1.100;4.880
168;1;null;12.060;5.860;3.340;2.860
169;1;null;16.300;3.320;4.040;8.940
170;1;null;8.700;6.060;1.860;0.780
171;1;null;8.240;4.840;2.340;1.060
172;1;null;21.680;8.060;0.340;13.280
173;1;null;11.860;4.380;1.740;5.740
174;1;null;19.820;7.200;3.180;9.440
175;1;null;17.360;8.760;5.040;3.560
176;1;null;10.860;1.060;0.740;9.060
177;1;null;14.280;5.840;1.300;7.140
178;1;null;16.760;8.320;4.820;3.620
179;1;null;20.080;4.260;8.880;6.940
180;1;null;8.780;3.880;1.180;3.720
181;1;null;12.300;9.080;1.280;1.940
182;1;null;15.740;5.000;1.520;9.220
183;1;null;10.400;4.900;2.860;2.640
184;1;null;18.020;8.820;5.800;3.400
185;0;DragonEscaped;12.100;12.100;0.000;0.000
186;1;null;12.700;4.760;0.900;7.040
187;1;null;12.380;4.040;5.420;2.920
188;1;null;8.740;3.980;1.020;3.740
189;1;null;13.760;4.780;2.200;6.780
190;1;null;15.300;7.240;6.100;1.960
191;1;null;8.880;3.600;2.280;3.000
192;1;null;11.540;5.400;2.580;3.560
193;1;null;17.540;2.860;11.600;3.080
194;0;DragonEscaped;8.820;8.820;0.000;0.000
195;1;null;11.820;3.360;2.820;5.640
196;1;null;19.980;3.580;12.880;3.520
197;1;null;14.640;8.080;2.220;4.340
198;1;null;32.081;7.820;4.840;19.420
199;1;null;16.540;7.440;1.580;7.520
200;1;null;18.040;8.220;1.040;8.780
201;1;null;13.640;7.680;4.440;1.520
202;1;null;10.000;2.880;6.420;0.700
203;1;null;12.720;4.320;3.040;5.360
204;1;null;16.620;3.700;3.400;9.520
205;1;null;10.420;3.380;6.060;0.980
206;1;null;11.480;4.520;3.300;3.660
207;1;null;19.160;2.580;3.260;13.320
208;1;null;24.360;5.600;14.940;3.820
209;1;null;11.160;5.520;4.780;0.860
210;1;null;19.620;7.920;4.100;7.600
211;1;null;18.360;5.700;2.820;9.840
212;0;DragonEscaped;9.780;9.780;0.000;0.000
213;1;null;13.440;3.300;2.340;7.800
214;1;null;11.060;4.280;1.480;5.300
215;1;null;9.540;5.180;3.000;1.360
216;1;null;13.540;5.420;6.740;1.380
217;1;null;16.360;5.020;5.640;5.700
218;1;null;9.020;3.360;2.840;2.820
219;0;Timer;36.121;6.120;2.500;27.500
220;1;null;12.140;2.940;5.660;3.540
221;1;null;17.340;6.140;5.400;5.800
222;1;null;15.220;3.760;5.760;5.700
223;1;null;8.920;2.920;3.440;2.560
224;1;null;11.940;2.880;1.800;7.260
225;1;null;11.280;4.160;0.940;6.180
226;1;null;18.560;1.180;10.240;7.140
227;0;Timer;32.461;2.480;7.460;22.520
228;1;null;12.540;5.400;3.280;3.860
229;1;null;17.820;5.420;5.200;7.200
230;1;null;33.621;7.280;18.820;7.520
231;1;null;12.800;4.160;1.580;7.060
232;1;null;7.280;4.820;1.120;1.340
233;1;null;6.060;2.920;2.280;0.860
234;1;null;10.740;3.440;3.460;3.840
235;1;null;8.120;3.000;2.060;3.060
236;1;null;12.800;5.820;2.700;4.280
237;1;null;6.900;5.380;1.040;0.480
238;1;null;12.480;6.420;5.140;0.920
239;1;null;11.760;3.000;3.000;5.760
240;1;null;11.220;4.060;1.260;5.900
241;1;null;9.100;3.160;2.780;3.160
242;1;null;27.260;7.540;14.420;5.300
243;1;null;10.040;4.560;2.140;3.340
244;1;null;11.680;3.760;4.380;3.540
245;1;null;8.900;4.640;3.800;0.460
246;1;null;15.040;3.380;4.500;7.160
247;1;null;18.020;8.880;5.980;3.160
248;1;null;25.120;6.480;2.020;16.620
249;1;null;15.020;5.080;3.280;6.660
250;1;null;33.441;5.020;15.920;12.500
251;1;null;16.840;4.260;6.040;6.540
252;1;null;22.360;7.740;3.580;11.040
253;1;null;15.900;7.960;5.020;2.920
254;1;null;13.800;3.880;1.280;8.640
255;1;null;14.260;4.060;5.900;4.300
256;1;null;18.180;5.740;7.140;5.300
257;1;null;10.940;3.560;4.140;3.240
258;1;null;14.320;5.500;3.800;5.020
259;1;null;18.800;4.540;4.900;9.360
260;1;null;11.240;4.420;3.080;3.740
261;1;null;8.120;3.000;3.380;1.740
262;1;null;10.200;4.120;5.360;0.720
263;1;null;20.860;5.380;2.000;13.480
264;1;null;17.400;6.000;7.760;3.640
265;1;null;16.240;7.400;1.440;7.400
266;1;null;10.640;4.180;3.900;2.560
267;1;null;18.060;7.300;6.600;4.160
268;1;null;22.740;5.320;15.100;2.320
269;1;null;15.900;7.080;1.260;7.560
270;1;null;21.600;6.660;8.660;6.280
271;1;null;6.760;3.260;0.980;2.520
272;1;null;10.640;5.740;1.160;3.740
273;1;null;16.560;8.400;3.160;5.000
274;1;null;13.040;4.960;2.280;5.800
275;1;null;13.000;5.660;3.280;4.060
276;1;null;12.960;4.040;5.880;3.040
277;1;null;7.520;3.900;2.520;1.100
278;1;null;12.980;4.840;3.960;4.180
279;1;null;9.620;3.520;3.360;2.740
280;1;null;18.560;4.060;3.040;11.460
281;1;null;27.340;6.120;16.500;4.720
282;1;null;12.920;4.220;5.640;3.060
283;1;null;10.320;4.280;1.300;4.740
284;1;null;7.740;5.720;0.640;1.380
285;1;null;13.060;6.360;5.720;0.980
286;1;null;19.320;9.240;5.380;4.700
287;1;null;12.220;4.620;1.800;5.800
288;1;null;12.160;2.760;3.480;5.920
289;1;null;15.380;3.740;8.460;3.180
290;1;null;10.720;4.100;1.940;4.680
291;1;null;14.860;5.440;1.200;8.220
292;1;null;34.741;6.540;21.920;6.280
293;1;null;9.540;4.240;3.260;2.040
294;1;null;17.220;7.920;5.440;3.860
295;1;null;9.260;2.800;2.260;4.200
296;1;null;18.000;4.940;4.640;8.420
297;1;null;10.300;6.100;3.120;1.080
298;1;null;8.080;2.540;3.060;2.480
299;1;null;14.060;10.040;1.300;2.720
300;1;null;11.280;5.060;2.700;3.520
