episode;personality;hitsInflicted;dragonsKilled;hasKey;timeToFindKey;agentCollisions;distanceTraveled;avgSpeed;avgDistanceFromAgents;avgDistanceFromDragons;idleTime;timeInVicinityOfAgents
60;Introvert;3;1;1;3.281;0;31.476;2.005;3.931;4.827;0.44;1
60;NonConscientious;2;1;0;-1;0;19.077;0.074;3.588;5.817;0.64;0
60;Neurotic;0;0;0;-1;0;15.483;1.96;4.814;9.536;0.82;0.3
61;Extrovert;0;0;0;-1;0;21.655;2.599;3.833;8.247;1.82;0.82
61;Introvert;5;1;1;1.642;3;32.711;3;2.961;3.875;0.14;3.44
61;NonConscientious;1;1;0;-1;6;25.712;3;2.711;5.904;0.52;7.08
61;Neurotic;0;0;0;-1;3;20.784;3;3.175;4.535;0.52;4.98
62;Extrovert;0;0;0;-1;5;16.985;0.003;1.981;4.417;1.06;6.8
62;Introvert;1;1;1;5.26;4;26.688;3;2.443;5.708;0.12;3.6
62;NonConscientious;5;1;0;-1;1;19.059;1.413;2.195;4.489;0.52;1.74
62;Neurotic;0;0;0;-1;2;11.759;2.445;1.862;6.744;0.12;5.02
63;Extrovert;2;1;0;-1;0;15.345;1.24;2.274;4.002;0.9;2.04
63;Introvert;1;0;0;-1;2;15.126;1.476;2.063;6.378;0.02;3.88
63;NonConscientious;0;0;0;-1;2;14.599;2.554;1.909;6.363;0.22;4.06
63;Neurotic;1;0;0;-1;0;13.819;0.815;2.084;4.362;0.32;3.26
64;Extrovert;0;0;0;-1;10;21.735;2.599;3.708;11.517;2.82;8.6
64;Introvert;6;2;1;9.96;4;32.154;3;4.218;3.632;0.02;3.52
64;NonConscientious;0;0;0;-1;4;24.872;1.764;3.936;8.763;0.32;3.52
64;Neurotic;0;0;0;-1;10;23.364;2.463;3.662;10.1;1.02;9.08
65;Extrovert;0;0;0;-1;5;20.151;0.015;2.466;7.42;2.8;11.82
65;Introvert;4;2;1;5.799;2;47.367;3;3.322;5.339;0.42;1.92
65;NonConscientious;2;0;0;-1;3;15.85;2.205;2.522;5.239;0.14;4.38
65;Neurotic;0;0;0;-1;6;15.168;0.077;2.646;6.556;1.08;11.54
66;Extrovert;0;0;0;-1;12;27.521;1.472;2.221;8.456;4.28;13.3
66;Introvert;6;2;1;7.297;0;50.942;3;3.08;5.644;0.12;2.32
66;NonConscientious;0;0;0;-1;17;29.592;3;2.083;8.687;1.02;15.04
66;Neurotic;0;0;0;-1;15;25.614;1.11;2.04;9.274;0.82;15.58
67;Extrovert;1;0;0;-1;3;16.193;0.885;2.071;4.988;0.74;2.64
67;Introvert;4;2;1;1.44;2;23.66;3;2.997;4.707;0.12;1.48
67;NonConscientious;1;0;0;-1;1;14.506;1.056;2.674;7.677;0.12;1.64
67;Neurotic;0;0;0;-1;2;12.903;0.525;2.569;5.941;0.82;2.64
