episode;personality;hitsInflicted;dragonsKilled;hasKey;timeToFindKey;agentCollisions;distanceTraveled;avgSpeed;avgDistanceFromAgents;avgDistanceFromDragons;idleTime;timeInVicinityOfAgents;
1;Conscientious;0;0;0;-1.000;2;18.942;1.296;3.126;8.134;3.120;2.420
1;Introvert;5;1;0;-1.000;2;25.043;2.184;3.646;4.726;1.220;3.400
1;NonAgreeable;0;0;1;5.256;5;30.370;3.000;2.772;8.950;0.120;5.600
1;Extrovert;1;1;0;-1.000;1;18.406;0.920;2.935;6.382;1.520;2.380
2;Conscientious;3;1;0;-1.000;9;16.239;1.502;1.782;5.036;0.900;8.440
2;Introvert;1;1;0;-1.000;6;23.658;0.037;1.998;5.187;0.460;7.440
2;NonAgreeable;2;0;1;2.989;11;27.736;3.000;1.748;5.110;0.020;10.440
2;Extrovert;0;0;0;-1.000;4;12.270;1.167;2.138;5.887;0.720;5.800
3;Conscientious;0;0;0;-1.000;6;20.629;1.528;3.474;10.996;3.360;5.020
3;Introvert;2;0;1;2.405;1;33.210;3.000;3.875;5.423;0.420;1.700
3;NonAgreeable;4;2;0;-1.000;4;29.395;3.000;4.078;7.160;0.220;3.020
3;Extrovert;0;0;0;-1.000;3;17.358;2.879;3.072;9.968;1.120;3.700
4;Conscientious;0;0;0;-1.000;0;21.338;1.225;4.283;6.445;3.720;0.520
4;Introvert;0;0;1;0.805;0;37.025;1.560;3.933;6.525;0.520;0.520
4;NonAgreeable;6;2;0;-1.000;2;46.451;3.000;3.539;4.770;0.320;5.000
4;Extrovert;0;0;0;-1.000;2;27.042;1.624;3.442;6.435;1.020;5.000
5;Conscientious;1;0;0;-1.000;12;20.292;0.001;2.246;4.193;3.320;12.940
5;Introvert;2;1;1;4.547;4;44.813;3.000;3.281;5.476;0.220;4.240
5;NonAgreeable;3;1;0;-1.000;9;42.140;3.000;2.233;4.109;0.320;9.820
5;Extrovert;0;0;0;-1.000;7;17.762;0.858;2.103;3.491;1.220;11.460
6;Conscientious;2;1;0;-1.000;11;26.228;0.578;2.979;6.090;4.280;16.760
6;Introvert;0;0;1;4.920;0;38.396;1.295;3.427;7.399;0.920;1.820
6;NonAgreeable;4;1;0;-1.000;2;41.390;3.000;3.117;4.444;0.220;5.760
6;Extrovert;0;0;0;-1.000;9;17.201;0.751;2.864;6.280;1.220;13.180
7;Conscientious;0;0;0;-1.000;0;19.189;0.412;3.614;6.220;2.200;0.340
7;Introvert;0;0;0;-1.000;7;16.731;1.726;3.594;9.938;0.520;4.840
7;NonAgreeable;6;2;1;4.044;3;26.420;3.000;4.418;4.841;0.520;1.380
7;Extrovert;0;0;0;-1.000;4;10.680;0.936;3.525;10.219;0.820;3.800
8;Conscientious;0;0;0;-1.000;0;20.150;1.346;3.987;11.836;1.840;1.300
8;Introvert;3;2;0;-1.000;7;13.745;2.656;3.111;4.289;0.700;4.520
