episode;win;failReason;episodeDuration;timeToKillAllDragons;timeToGrabKey;timeFromKeyGrabToEscape
193;1;null;6.900;4.740;1.400;0.760
194;1;null;17.900;5.860;1.180;10.860
195;1;null;6.220;1.560;0.620;4.040
196;1;null;24.720;4.240;3.960;16.520
197;1;null;10.420;3.840;0.780;5.800
198;1;null;9.340;1.440;2.780;5.120
199;0;DragonEscaped;8.920;8.920;0.000;0.000
200;1;null;10.680;4.260;1.860;4.560
201;1;null;15.100;8.060;2.700;4.340
202;1;null;9.800;3.820;0.380;5.600
203;1;null;9.420;5.140;2.460;1.820
204;1;null;12.940;4.220;2.920;5.800
205;1;null;28.020;6.460;7.560;14.000
206;0;Timer;33.761;3.760;0.940;29.060
207;1;null;16.140;9.640;2.180;4.320
208;1;null;16.820;4.760;1.340;10.720
209;1;null;11.860;7.100;1.420;3.340
210;1;null;18.720;3.860;11.680;3.180
211;1;null;10.960;4.720;1.740;4.500
212;0;DragonEscaped;9.180;9.180;0.000;0.000
213;1;null;7.280;2.980;0.980;3.320
214;1;null;16.860;3.060;3.580;10.220
215;1;null;14.080;9.400;1.900;2.780
216;1;null;22.640;7.160;0.960;14.520
217;1;null;10.360;2.820;2.840;4.700
218;1;null;14.840;2.880;7.320;4.640
219;1;null;8.800;5.400;1.680;1.720
220;1;null;10.360;4.500;1.020;4.840
221;1;null;7.960;4.920;1.040;2.000
222;1;null;14.260;5.540;1.140;7.580
223;1;null;16.600;2.200;3.560;10.840
224;0;Timer;32.841;2.840;5.200;24.800
225;1;null;17.940;4.460;5.020;8.460
226;1;null;16.160;3.900;1.380;10.880
227;1;null;15.660;5.300;2.340;8.020
228;1;null;13.380;5.060;4.860;3.460
229;1;null;8.840;3.800;1.700;3.340
230;1;null;5.800;3.980;1.000;0.820
231;1;null;21.180;6.000;6.160;9.020
232;1;null;12.420;6.300;3.960;2.160
233;1;null;13.160;1.820;9.760;1.580
234;1;null;10.540;3.660;4.000;2.880
235;1;null;17.980;6.160;1.500;10.320
236;1;null;14.480;4.920;2.360;7.200
237;1;null;17.820;2.120;11.420;4.280
238;1;null;14.160;1.820;7.540;4.800
239;0;Timer;33.921;3.920;0.820;29.180
240;1;null;12.460;4.920;2.320;5.220
241;1;null;8.160;4.440;2.520;1.200
242;1;null;9.840;6.460;1.460;1.920
243;1;null;12.480;7.560;2.340;2.580
244;0;DragonEscaped;8.940;8.940;0.000;0.000
245;1;null;11.080;3.780;2.020;5.280
246;0;Timer;34.581;4.580;3.280;26.720
247;1;null;15.240;5.780;3.800;5.660
248;1;null;8.820;3.780;2.500;2.540
249;1;null;22.780;5.440;1.760;15.580
250;1;null;16.360;3.320;1.160;11.880
251;1;null;12.920;6.240;1.120;5.560
252;1;null;14.180;9.480;1.380;3.320
253;0;Timer;35.901;5.900;2.420;27.580
254;1;null;20.500;4.060;13.120;3.320
255;1;null;13.740;6.860;1.520;5.360
256;1;null;5.240;2.380;2.240;0.620
257;0;Timer;32.241;2.240;1.860;28.140
258;1;null;8.280;4.140;2.120;2.020
259;1;null;7.520;4.280;1.380;1.860
260;1;null;8.740;1.660;1.780;5.300
261;1;null;9.220;3.340;3.020;2.860
262;1;null;8.900;4.520;1.020;3.360
263;1;null;9.440;3.020;0.340;6.080
264;1;null;7.900;4.220;2.300;1.380
265;1;null;19.800;6.460;0.740;12.600
266;0;Timer;37.561;7.560;2.920;27.080
267;1;null;10.240;5.200;2.400;2.640
268;1;null;12.680;4.540;4.400;3.740
269;1;null;11.020;6.220;2.060;2.740
270;1;null;8.720;4.040;1.480;3.200
271;1;null;7.080;3.000;1.860;2.220
272;1;null;12.980;3.840;0.620;8.520
273;1;null;10.880;8.380;1.040;1.460
274;0;Timer;32.621;2.620;1.740;28.260
275;1;null;8.980;2.360;2.600;4.020
276;1;null;8.300;3.300;0.540;4.460
277;0;DragonEscaped;10.780;10.780;0.000;0.000
278;0;Timer;34.761;4.760;0.980;29.020
279;1;null;11.620;3.240;3.840;4.540
280;1;null;4.820;3.060;0.860;0.900
281;1;null;18.120;10.360;3.460;4.300
282;1;null;8.200;4.060;1.200;2.940
283;1;null;4.280;3.240;0.540;0.500
284;1;null;8.540;1.620;2.820;4.100
285;1;null;11.840;4.700;3.820;3.320
286;1;null;14.900;7.600;2.480;4.820
287;1;null;9.060;4.100;2.020;2.940
288;1;null;21.340;6.980;4.180;10.180
289;1;null;15.320;2.320;6.120;6.880
290;1;null;19.800;4.560;5.800;9.440
291;1;null;13.360;8.040;0.800;4.520
292;0;Timer;32.881;2.880;1.000;29.000
293;1;null;11.900;4.700;6.280;0.920
294;1;null;9.840;4.880;1.000;3.960
295;1;null;12.200;6.080;2.580;3.540
296;1;null;12.480;7.140;1.500;3.840
297;1;null;19.060;4.900;3.300;10.860
298;0;Timer;33.521;3.520;1.200;28.800
299;1;null;16.020;2.780;0.860;12.380
300;1;null;26.600;4.840;10.900;10.860
