episode;personality;hitsInflicted;dragonsKilled;hasKey;timeToFindKey;agentCollisions;distanceTraveled;avgSpeed;avgDistanceFromAgents;avgDistanceFromDragons;idleTime;timeInVicinityOfAgents
44;Agreeable;3;2;0;-1.000;0;28.634;1.278;4.248;4.316;0.620;1.760
45;Introvert;0;0;1;12.520;9;46.403;0.341;3.031;4.345;2.760;12.920
45;Conscientious;2;0;0;-1.000;4;27.064;1.015;2.864;2.605;0.820;7.860
45;NonConscientious;0;0;0;-1.000;7;36.769;1.904;3.409;7.131;1.820;8.360
45;Agreeable;4;2;0;-1.000;10;28.527;2.812;2.782;4.484;1.820;12.080
46;Introvert;2;0;0;-1.000;1;23.460;0.000;3.771;5.988;1.700;2.980
46;Conscientious;1;0;0;-1.000;2;23.564;1.011;3.051;4.006;1.000;3.780
46;NonConscientious;0;0;1;0.799;2;21.503;2.315;3.596;7.358;0.500;6.400
46;Agreeable;3;2;0;-1.000;3;25.357;0.861;2.543;5.797;0.420;9.180
47;Introvert;3;1;0;-1.000;3;30.822;0.848;3.560;6.277;5.880;12.360
47;Conscientious;0;0;0;-1.000;0;34.148;1.259;4.267;7.616;1.320;0.700
47;NonConscientious;1;0;1;4.019;3;38.431;3.000;3.245;5.485;1.320;12.660
47;Agreeable;2;1;0;-1.000;2;35.057;1.167;3.688;4.810;2.420;4.300
48;Introvert;0;0;0;-1.000;1;12.606;0.063;2.895;6.398;1.800;4.160
48;Conscientious;0;0;0;-1.000;0;8.294;0.226;3.485;7.034;0.220;1.200
48;NonConscientious;1;0;1;0.821;0;16.744;1.818;3.915;4.056;0.420;0.000
48;Agreeable;5;2;0;-1.000;1;11.893;2.211;2.432;3.665;0.420;4.160
49;Introvert;0;0;0;-1.000;0;32.938;0.587;4.761;8.096;8.120;0.000
49;Conscientious;0;0;0;-1.000;0;25.627;0.429;3.772;4.786;2.620;1.260
49;NonConscientious;3;1;1;24.799;0;48.292;3.000;3.571;4.980;1.220;4.480
49;Agreeable;3;1;0;-1.000;0;36.335;1.877;4.221;5.967;1.220;3.220
50;Introvert;5;1;0;-1.000;0;17.778;0.361;3.834;3.374;2.440;1.500
50;Conscientious;0;0;1;5.541;0;19.372;3.000;4.203;6.397;0.400;0.000
50;NonConscientious;0;0;0;-1.000;2;19.260;0.180;3.760;5.842;0.520;2.580
50;Agreeable;1;1;0;-1.000;2;24.419;0.612;3.510;5.819;0.700;2.180
51;Introvert;1;0;1;3.300;2;22.795;2.599;3.132;4.414;0.940;4.940
51;Conscientious;0;0;0;-1.000;2;18.054;1.573;3.444;7.537;0.420;4.300
51;NonConscientious;2;1;0;-1.000;3;19.194;0.286;2.569;6.220;0.320;8.040
51;Agreeable;3;1;0;-1.000;3;15.451;0.589;2.614;5.551;0.420;4.660
52;Introvert;2;0;0;-1.000;7;29.373;1.854;3.322;8.407;4.080;7.820
52;Conscientious;0;0;1;15.239;0;32.943;3.000;3.515;5.554;1.220;4.720
52;NonConscientious;1;1;0;-1.000;1;29.728;1.563;3.165;9.057;1.020;4.260
52;Agreeable;3;1;0;-1.000;6;34.945;3.000;4.094;9.573;0.820;8.280
53;Introvert;2;1;0;-1.000;7;17.642;0.090;2.103;4.442;1.060;7.020
53;Conscientious;0;0;1;2.000;1;16.410;2.356;2.987;7.528;0.220;2.760
53;NonConscientious;2;1;0;-1.000;6;17.143;1.472;2.310;4.094;0.620;6.840
53;Agreeable;2;0;0;-1.000;0;10.038;0.801;3.440;3.168;0.320;0.180
54;Introvert;0;0;1;4.701;1;23.621;1.995;3.000;8.927;2.320;3.520
54;Conscientious;0;0;0;-1.000;4;17.497;0.451;2.550;5.892;1.520;3.980
54;NonConscientious;0;0;0;-1.000;2;18.995;2.493;2.717;8.725;1.520;4.260
54;Agreeable;6;2;0;-1.000;3;32.562;1.433;3.692;6.474;0.520;1.940
55;Introvert;2;1;0;-1.000;2;29.557;0.583;4.243;6.384;4.300;1.360
55;Conscientious;0;0;1;14.818;4;26.191;2.862;3.573;8.558;0.720;8.040
55;NonConscientious;1;0;0;-1.000;3;18.184;3.000;3.096;5.101;0.220;3.680
55;Agreeable;3;1;0;-1.000;9;30.744;2.805;2.906;5.104;1.420;13.080
56;Introvert;0;0;0;-1.000;6;16.657;1.194;3.640;9.759;3.100;7.580
56;Conscientious;0;0;1;8.218;4;19.223;1.557;3.894;9.314;0.920;4.860
56;NonConscientious;2;1;0;-1.000;5;18.500;0.698;3.267;6.184;1.120;10.100
56;Agreeable;4;1;0;-1.000;3;24.401;1.009;3.617;3.263;0.820;7.380
57;Introvert;0;0;0;-1.000;0;8.755;0.954;3.596;6.803;1.680;0.000
57;Conscientious;0;0;1;2.640;0;16.392;2.651;2.568;6.465;0.020;1.700
57;NonConscientious;0;0;0;-1.000;0;17.062;0.519;3.100;8.500;0.120;1.020
57;Agreeable;6;2;0;-1.000;0;16.863;0.078;2.368;6.539;0.400;1.780
58;Introvert;1;0;0;-1.000;4;22.436;0.228;2.661;3.188;2.700;5.440
58;Conscientious;0;0;1;2.817;2;30.872;1.655;3.143;7.380;0.620;3.260
58;NonConscientious;4;2;0;-1.000;4;24.174;0.420;2.721;4.516;1.320;6.080
58;Agreeable;1;0;0;-1.000;6;19.422;1.669;2.424;3.959;0.920;6.500
