episode;win;failReason;episodeDuration;timeToKillAllDragons;timeToGrabKey;timeFromKeyGrabToEscape
241;1;null;4.400;1.920;0.660;1.820
242;1;null;4.380;1.860;1.140;1.380
243;0;DragonEscaped;8.800;8.800;0.000;0.000
244;1;null;19.440;3.400;5.960;10.080
245;1;null;17.420;6.780;0.720;9.920
246;1;null;26.320;10.120;5.360;10.840
247;1;null;20.240;6.780;9.380;4.080
248;1;null;11.740;2.460;5.660;3.620
249;1;null;11.180;5.520;0.680;4.980
250;1;null;30.601;4.420;2.960;23.220
251;1;null;33.061;4.700;12.660;15.700
252;0;DragonEscaped;12.740;12.740;0.000;0.000
253;1;null;13.180;3.860;4.660;4.660
254;1;null;13.980;4.920;6.460;2.600
255;1;null;14.420;4.580;2.120;7.720
256;1;null;15.320;4.840;1.860;8.620
257;1;null;15.740;3.680;1.940;10.120
258;1;null;11.680;5.780;4.160;1.740
259;1;null;17.940;2.980;7.920;7.040
260;1;null;8.040;4.340;1.780;1.920
261;1;null;21.080;5.080;0.960;15.040
262;1;null;18.000;6.560;1.200;10.240
263;1;null;8.740;2.240;2.360;4.140
264;1;null;12.980;5.200;3.420;4.360
265;1;null;8.320;4.940;1.360;2.020
266;1;null;5.260;2.620;1.340;1.300
267;1;null;8.980;3.940;1.660;3.380
268;1;null;6.480;3.540;1.500;1.440
269;1;null;29.340;6.240;13.380;9.720
270;1;null;11.860;3.760;2.040;6.060
271;0;Timer;31.541;1.540;1.440;28.560
272;1;null;10.860;3.940;1.940;4.980
273;1;null;17.200;5.120;5.640;6.440
274;1;null;18.780;5.700;8.980;4.100
275;1;null;19.120;4.940;3.060;11.120
276;1;null;31.241;4.320;11.000;15.920
277;1;null;20.740;7.920;3.780;9.040
278;1;null;27.560;4.020;2.420;21.120
279;1;null;12.280;5.640;2.320;4.320
280;1;null;26.880;4.800;5.380;16.700
281;1;null;9.080;1.560;1.840;5.680
282;1;null;10.880;3.140;2.000;5.740
283;1;null;16.520;7.000;4.300;5.220
