episode;personality;hitsInflicted;dragonsKilled;hasKey;timeToFindKey;agentCollisions;distanceTraveled;avgSpeed;avgDistanceFromAgents;avgDistanceFromDragons;idleTime;timeInVicinityOfAgents;
1;Conscientious;2;0;0;-1.000;7;37.283;0.832;2.886;4.385;8.320;11.740
1;Introvert;2;1;1;21.300;11;50.845;1.627;2.774;6.045;1.720;13.620
1;NonAgreeable;2;1;0;-1.000;17;67.576;1.426;2.893;5.580;1.420;13.100
1;Extrovert;0;0;0;-1.000;5;32.501;0.105;3.053;6.760;2.820;4.560
2;Conscientious;1;0;0;-1.000;1;18.694;0.733;3.123;5.713;1.260;1.500
2;Introvert;1;0;0;-1.000;2;17.144;0.844;2.785;7.428;0.520;3.640
2;NonAgreeable;4;2;1;3.079;1;25.960;2.530;2.881;5.629;0.100;1.640
2;Extrovert;0;0;0;-1.000;2;14.495;1.412;2.736;9.338;0.800;3.500
3;Conscientious;0;0;0;-1.000;2;17.663;1.094;2.509;8.388;3.180;4.740
3;Introvert;0;0;0;-1.000;0;15.904;1.462;3.433;10.843;1.520;0.000
3;NonAgreeable;6;2;1;5.861;2;37.243;3.000;3.692;3.440;0.420;2.860
3;Extrovert;0;0;0;-1.000;4;20.128;0.048;2.774;6.983;0.800;5.420
4;Conscientious;1;0;0;-1.000;5;22.873;0.003;2.252;4.898;2.520;9.900
4;Introvert;3;1;0;-1.000;7;19.804;1.698;2.929;5.664;1.020;6.920
4;NonAgreeable;2;1;1;6.618;9;35.325;3.000;2.336;4.912;0.620;11.120
4;Extrovert;0;0;0;-1.000;1;17.093;1.378;3.074;3.948;1.320;1.940
5;Conscientious;2;0;0;-1.000;2;17.925;0.726;3.206;5.473;1.780;5.140
5;Introvert;0;0;0;-1.000;0;11.564;0.353;5.186;13.115;1.020;0.000
5;NonAgreeable;4;2;1;2.439;2;26.102;3.000;3.591;5.674;0.320;3.300
5;Extrovert;0;0;0;-1.000;0;16.160;1.082;3.001;7.642;0.620;3.120
6;Conscientious;0;0;0;-1.000;13;18.873;0.491;1.984;5.736;3.140;10.480
6;Introvert;1;1;0;-1.000;10;18.236;0.494;1.887;4.244;0.520;8.260
6;NonAgreeable;5;1;1;7.514;5;31.323;3.000;2.515;3.547;0.220;3.980
6;Extrovert;0;0;0;-1.000;2;15.606;1.528;2.016;3.009;1.320;3.520
7;Conscientious;0;0;0;-1.000;0;16.719;1.467;4.093;9.021;1.300;0.000
7;Introvert;4;2;0;-1.000;8;17.915;2.858;2.613;3.888;0.340;9.380
7;NonAgreeable;1;0;1;5.199;5;24.696;3.000;2.894;6.940;0.320;2.220
7;Extrovert;1;0;0;-1.000;9;14.720;2.959;2.576;4.970;0.620;9.380
8;Conscientious;0;0;0;-1.000;2;15.652;0.002;2.909;8.574;2.300;6.020
8;Introvert;1;0;0;-1.000;0;14.657;0.634;3.367;7.175;0.620;3.020
8;NonAgreeable;4;2;1;4.739;0;20.169;3.000;4.995;4.105;0.220;0.000
8;Extrovert;1;0;0;-1.000;2;11.388;0.139;2.526;4.571;0.420;5.240
9;Conscientious;0;0;0;-1.000;7;23.859;2.265;2.555;8.089;2.800;12.760
9;Introvert;1;0;1;7.081;2;36.711;1.166;3.320;6.607;0.020;2.840
9;NonAgreeable;5;2;0;-1.000;11;34.885;0.989;2.893;4.293;0.220;12.120
9;Extrovert;0;0;0;-1.000;6;20.401;1.133;2.557;6.071;1.120;7.760
10;Conscientious;0;0;0;-1.000;1;20.279;0.790;2.648;7.066;2.420;3.660
10;Introvert;1;1;0;-1.000;0;14.694;0.141;3.103;5.527;0.820;2.400
10;NonAgreeable;5;1;1;1.099;0;29.356;3.000;2.887;4.361;0.220;2.400
10;Extrovert;0;0;0;-1.000;1;17.645;1.606;2.410;6.028;0.620;4.320
11;Conscientious;3;1;0;-1.000;4;26.353;0.797;2.446;4.905;2.680;11.880
11;Introvert;1;1;0;-1.000;2;28.964;2.262;3.432;6.461;0.620;3.380
11;NonAgreeable;2;0;1;1.900;6;34.804;3.000;2.491;6.577;0.820;11.580
11;Extrovert;0;0;0;-1.000;4;17.169;1.120;2.603;8.923;1.020;10.600
12;Conscientious;0;0;0;-1.000;6;10.857;0.081;2.463;3.014;1.340;6.560
12;Introvert;4;2;0;-1.000;7;14.073;0.301;2.461;3.021;0.320;7.760
12;NonAgreeable;2;0;1;2.657;5;17.069;3.000;2.631;3.047;0.020;4.180
12;Extrovert;0;0;0;-1.000;0;11.558;0.414;4.312;9.494;0.620;0.000
13;Conscientious;2;0;0;-1.000;3;18.075;0.303;2.839;4.635;1.240;4.220
13;Introvert;3;1;0;-1.000;6;20.172;0.844;2.412;3.767;0.220;5.480
13;NonAgreeable;1;1;1;4.260;6;27.992;2.920;2.680;8.094;0.420;4.680
13;Extrovert;0;0;0;-1.000;3;17.472;0.866;2.987;9.097;0.820;3.980
14;Conscientious;1;0;0;-1.000;12;19.935;0.277;2.296;4.381;2.800;9.360
14;Introvert;1;1;0;-1.000;13;23.513;2.067;2.450;4.336;0.520;12.260
14;NonAgreeable;4;1;1;9.700;10;41.037;3.000;3.075;7.223;0.620;7.780
14;Extrovert;0;0;0;-1.000;5;17.037;0.245;2.730;4.456;1.920;8.740
15;Conscientious;2;1;0;-1.000;4;16.247;0.889;2.713;5.252;1.600;6.380
15;Introvert;1;0;1;1.721;0;34.461;1.586;3.944;8.937;0.120;0.040
15;NonAgreeable;3;1;0;-1.000;6;28.486;2.299;3.321;4.079;0.020;5.400
15;Extrovert;0;0;0;-1.000;4;13.873;0.270;3.347;8.768;0.620;3.080
16;Conscientious;0;0;0;-1.000;0;18.283;0.208;3.322;7.660;3.000;0.620
16;Introvert;6;2;0;-1.000;0;20.118;1.581;3.400;4.409;0.900;0.440
16;NonAgreeable;0;0;1;7.042;0;26.878;3.000;3.214;9.676;0.200;0.440
16;Extrovert;0;0;0;-1.000;0;16.505;0.119;2.676;7.495;0.600;0.620
17;Conscientious;1;0;0;-1.000;10;15.737;0.001;2.431;5.108;1.280;8.120
17;Introvert;5;2;0;-1.000;11;22.814;1.181;2.039;2.066;0.700;10.300
17;NonAgreeable;0;0;1;3.182;4;28.215;2.811;2.863;4.579;0.200;4.780
17;Extrovert;0;0;0;-1.000;1;17.272;0.934;3.261;5.861;1.000;3.720
18;Conscientious;3;1;0;-1.000;2;15.377;0.013;2.483;4.393;1.780;2.040
18;Introvert;0;0;0;-1.000;2;17.244;0.443;2.476;6.126;0.220;5.240
18;NonAgreeable;3;1;1;1.200;0;20.368;3.000;2.879;5.875;0.020;0.580
18;Extrovert;0;0;0;-1.000;4;11.903;0.787;1.913;4.852;0.220;7.280
19;Conscientious;2;1;0;-1.000;0;15.182;0.118;2.958;4.486;1.800;2.080
19;Introvert;3;1;1;2.980;1;21.947;0.468;3.181;5.416;0.320;2.700
19;NonAgreeable;1;0;0;-1.000;0;25.314;1.078;3.913;8.493;0.320;0.520
19;Extrovert;0;0;0;-1.000;1;10.841;1.134;3.206;3.815;0.820;3.300
20;Conscientious;1;1;0;-1.000;1;20.508;0.003;3.735;5.846;1.100;2.320
20;Introvert;1;0;0;-1.000;5;15.324;0.254;2.967;5.179;0.520;6.000
20;NonAgreeable;4;1;1;1.901;1;26.916;3.000;3.091;4.254;0.220;1.960
20;Extrovert;0;0;0;-1.000;5;11.842;0.586;3.898;10.067;0.620;4.000
21;Conscientious;0;0;0;-1.000;3;19.131;1.167;3.235;7.601;5.140;8.200
21;Introvert;4;1;0;-1.000;2;27.355;1.200;3.553;5.099;1.480;6.160
21;NonAgreeable;1;0;1;9.881;3;39.890;3.000;3.227;7.364;0.320;8.420
21;Extrovert;1;1;0;-1.000;4;24.346;1.257;2.978;5.670;1.600;10.200
22;Conscientious;0;0;0;-1.000;0;22.113;0.675;3.121;5.147;1.720;6.620
22;Introvert;4;2;0;-1.000;2;17.211;1.107;3.536;6.079;0.900;6.840
22;NonAgreeable;2;0;1;1.340;2;30.775;3.000;3.882;6.279;0.500;3.540
22;Extrovert;0;0;0;-1.000;0;15.528;0.552;4.001;6.372;0.300;0.480
23;Conscientious;0;0;0;-1.000;0;10.812;0.057;2.391;5.536;4.200;3.380
23;Introvert;1;1;0;-1.000;0;19.925;0.530;3.622;6.750;0.720;0.000
23;NonAgreeable;5;1;1;5.161;2;29.622;1.698;3.031;4.323;0.260;1.720
23;Extrovert;0;0;0;-1.000;2;20.146;0.485;3.087;9.471;0.220;3.900
24;Conscientious;0;0;0;-1.000;0;16.567;0.736;5.336;8.734;1.760;0.000
24;Introvert;0;0;0;-1.000;6;15.536;1.354;2.642;5.133;0.120;5.680
24;NonAgreeable;3;1;0;-1.000;6;15.425;3.000;2.822;4.843;0.320;5.460
24;Extrovert;0;0;0;-1.000;2;10.856;0.282;2.957;6.606;0.320;2.980
25;Conscientious;0;0;0;-1.000;4;15.941;0.690;2.589;4.799;1.320;3.160
25;Introvert;2;0;0;-1.000;1;15.453;0.990;3.407;4.009;0.600;0.280
25;NonAgreeable;4;2;1;1.599;3;22.273;3.000;2.776;3.837;0.100;2.880
25;Extrovert;0;0;0;-1.000;0;12.754;0.921;3.282;5.945;0.500;0.000
26;Conscientious;0;0;0;-1.000;1;11.298;1.248;3.083;9.872;2.000;2.800
26;Introvert;6;2;1;1.262;1;25.611;3.000;5.089;2.636;0.120;0.720
26;NonAgreeable;0;0;0;-1.000;1;16.370;3.000;3.323;12.721;0.560;2.920
26;Extrovert;0;0;0;-1.000;1;12.652;2.073;3.301;11.358;0.520;0.920
27;Conscientious;0;0;0;-1.000;5;15.237;0.852;3.179;4.038;3.220;5.080
27;Introvert;3;1;0;-1.000;0;12.608;0.021;4.239;7.346;0.360;0.000
27;NonAgreeable;2;0;1;3.640;6;24.879;1.854;3.266;5.248;0.520;5.080
27;Extrovert;1;1;0;-1.000;3;17.281;1.686;2.634;4.010;0.520;2.780
28;Conscientious;1;0;0;-1.000;6;12.098;0.118;2.328;6.377;1.620;5.520
28;Introvert;0;0;0;-1.000;9;19.837;0.440;1.790;7.314;0.420;8.160
28;NonAgreeable;3;1;0;-1.000;8;25.381;2.455;2.371;8.850;0.320;6.720
28;Extrovert;0;0;0;-1.000;3;14.229;1.290;2.084;9.275;0.700;7.120
29;Conscientious;2;1;0;-1.000;2;23.820;1.367;2.762;4.920;3.680;2.140
29;Introvert;0;0;0;-1.000;3;28.642;1.328;3.649;8.361;0.420;3.160
29;NonAgreeable;3;1;1;10.362;7;38.264;3.000;2.689;4.965;0.620;6.760
29;Extrovert;1;0;0;-1.000;6;23.158;0.610;2.646;4.101;0.920;7.720
30;Conscientious;1;1;0;-1.000;2;18.273;0.793;2.954;4.364;3.500;1.920
30;Introvert;3;0;1;6.100;9;21.879;0.426;1.859;4.218;0.820;9.860
30;NonAgreeable;3;1;0;-1.000;11;25.897;0.441;1.847;4.961;0.380;11.780
30;Extrovert;0;0;0;-1.000;10;15.236;0.017;2.061;5.041;0.940;9.220
31;Conscientious;3;1;0;-1.000;0;10.367;0.127;3.900;3.685;3.280;0.000
31;Introvert;1;0;0;-1.000;2;15.675;0.228;2.997;5.001;0.620;3.600
31;NonAgreeable;2;1;1;3.721;2;21.258;3.000;3.100;5.346;0.320;3.140
31;Extrovert;0;0;0;-1.000;0;16.645;0.089;3.571;9.253;0.380;0.620
32;Conscientious;0;0;0;-1.000;4;22.760;0.101;2.907;4.802;4.380;9.340
