episode;win;failReason;episodeDuration;timeToKillAllDragons;timeToGrabKey;timeFromKeyGrabToEscape;
1;0;Timer;37.501;7.500;21.300;8.700
2;1;null;9.640;4.700;3.080;1.860
3;1;null;16.640;5.160;5.860;5.620
4;1;null;18.440;5.180;6.620;6.640
5;1;null;12.640;5.360;2.440;4.840
6;1;null;13.900;2.480;7.500;3.920
7;1;null;12.120;4.500;5.200;2.420
8;1;null;9.560;3.120;4.740;1.700
9;1;null;19.880;2.540;7.080;10.260
10;1;null;12.540;4.360;1.100;7.080
11;1;null;19.460;6.040;1.900;11.520
12;1;null;7.800;3.020;2.640;2.140
13;1;null;12.540;5.040;4.260;3.240
14;1;null;19.600;6.160;9.700;3.740
15;1;null;13.640;2.860;1.720;9.060
16;1;null;14.800;6.420;7.040;1.340
17;1;null;14.380;9.940;3.180;1.260
18;1;null;9.880;6.080;1.200;2.600
19;1;null;10.260;3.180;2.980;4.100
20;1;null;9.680;4.200;1.900;3.580
21;1;null;22.200;7.740;9.880;4.580
22;1;null;12.940;4.840;1.340;6.760
23;1;null;12.000;3.080;5.160;3.760
24;0;DragonEscaped;8.660;8.660;0.000;0.000
25;1;null;8.840;4.060;1.600;3.180
26;1;null;9.940;4.700;1.260;3.980
27;1;null;10.260;3.400;3.640;3.220
28;0;DragonEscaped;12.220;12.220;0.000;0.000
29;1;null;19.980;7.300;10.360;2.320
30;1;null;14.880;6.220;6.100;2.560
31;1;null;10.640;5.540;3.720;1.380
32;1;null;22.860;3.840;1.440;17.580
33;1;null;10.220;4.740;1.340;4.140
34;1;null;7.880;3.860;1.040;2.980
35;1;null;5.320;1.740;2.120;1.460
36;1;null;9.580;3.460;0.640;5.480
37;1;null;20.020;4.860;11.500;3.660
38;1;null;14.680;2.100;0.920;11.660
39;1;null;13.540;5.240;1.200;7.100
40;1;null;23.480;8.780;10.160;4.540
41;1;null;13.020;1.320;7.400;4.300
42;0;DragonEscaped;11.520;11.520;0.000;0.000
43;1;null;19.480;4.160;12.680;2.640
44;1;null;20.000;3.580;4.140;12.280
45;1;null;14.080;5.140;2.320;6.620
46;1;null;19.900;6.480;3.380;10.040
47;1;null;12.780;1.520;9.660;1.600
48;1;null;12.380;1.040;4.160;7.180
49;1;null;12.980;6.720;1.640;4.620
50;1;null;13.000;3.880;1.440;7.680
51;1;null;16.560;6.720;2.440;7.400
52;1;null;17.240;6.040;3.900;7.300
53;1;null;17.380;7.560;5.320;4.500
54;1;null;12.240;3.760;2.300;6.180
55;1;null;7.940;2.480;3.840;1.620
56;1;null;18.960;7.820;6.080;5.060
57;0;Timer;36.881;6.880;3.020;26.980
58;1;null;19.480;11.580;5.020;2.880
59;1;null;22.400;10.660;8.580;3.160
60;1;null;9.440;4.660;4.120;0.660
61;1;null;12.880;4.960;4.160;3.760
62;1;null;11.980;7.620;0.660;3.700
63;1;null;27.840;8.920;10.180;8.740
64;1;null;9.460;3.160;1.960;4.340
65;0;Timer;36.341;6.340;3.600;26.400
66;1;null;8.800;3.460;1.420;3.920
67;1;null;8.240;2.540;1.560;4.140
68;1;null;32.681;3.780;24.840;4.060
69;1;null;7.220;2.080;4.600;0.540
70;1;null;12.200;6.320;1.440;4.440
71;1;null;17.540;9.020;2.980;5.540
72;1;null;9.840;4.360;1.000;4.480
73;1;null;20.040;11.200;2.800;6.040
74;1;null;16.640;8.920;4.340;3.380
75;1;null;12.360;7.720;0.860;3.780
76;1;null;15.260;2.920;5.340;7.000
77;1;null;9.620;4.660;3.280;1.680
78;1;null;10.580;4.260;3.100;3.220
79;1;null;17.900;4.560;1.000;12.340
80;1;null;11.460;1.800;5.520;4.140
81;1;null;17.620;5.700;5.300;6.620
82;1;null;6.040;3.320;1.980;0.740
83;1;null;7.080;3.660;2.920;0.500
84;1;null;21.880;12.520;4.720;4.640
85;1;null;15.120;5.040;3.540;6.540
86;1;null;8.320;2.440;4.260;1.620
87;1;null;14.900;6.080;3.500;5.320
88;1;null;13.860;4.560;4.500;4.800
89;0;Timer;33.721;3.740;5.500;24.480
90;1;null;8.860;5.400;1.400;2.060
91;1;null;10.160;6.880;2.860;0.420
92;1;null;17.200;7.540;2.380;7.280
93;1;null;13.020;7.100;4.420;1.500
94;1;null;10.280;2.460;5.180;2.640
95;1;null;22.460;5.740;12.720;4.000
96;1;null;14.680;4.240;2.600;7.840
97;1;null;12.860;6.080;2.880;3.900
98;1;null;18.340;2.800;11.920;3.620
99;1;null;10.740;4.200;6.160;0.380
100;1;null;12.360;4.520;2.580;5.260
101;1;null;13.740;1.620;4.720;7.400
102;1;null;14.160;4.980;2.440;6.740
103;1;null;11.380;2.480;5.320;3.580
104;1;null;7.400;3.980;2.140;1.280
105;1;null;13.380;4.520;8.320;0.540
106;0;DragonEscaped;9.220;9.220;0.000;0.000
107;1;null;26.380;5.800;16.860;3.720
108;1;null;18.120;5.360;6.220;6.540
109;1;null;8.940;3.300;3.160;2.480
110;1;null;13.740;3.740;0.320;9.680
111;1;null;27.380;6.440;18.040;2.900
112;1;null;17.440;5.040;10.820;1.580
113;1;null;32.561;4.800;22.280;5.480
114;1;null;12.840;4.660;6.160;2.020
115;1;null;11.320;6.420;2.300;2.600
116;1;null;23.760;4.820;3.020;15.920
117;1;null;4.860;2.540;1.660;0.660
118;1;null;13.860;4.860;7.220;1.780
119;1;null;15.920;12.420;0.700;2.800
120;1;null;12.700;4.640;2.740;5.320
121;1;null;18.600;1.600;2.020;14.980
122;1;null;22.020;7.100;5.480;9.440
123;0;Timer;31.981;1.980;0.420;29.580
124;1;null;18.480;6.000;8.040;4.440
125;1;null;13.360;4.980;1.780;6.600
126;1;null;6.920;3.480;2.000;1.440
127;1;null;9.960;5.760;1.180;3.020
128;1;null;33.901;4.560;24.160;5.180
129;1;null;8.380;1.780;1.960;4.640
130;1;null;14.180;8.200;2.040;3.940
131;1;null;12.840;8.480;2.880;1.480
132;1;null;13.060;3.140;2.080;7.840
133;0;DragonEscaped;9.680;9.680;0.000;0.000
134;1;null;15.020;6.160;6.120;2.740
135;1;null;17.180;7.660;6.320;3.200
136;1;null;17.120;7.120;8.880;1.120
137;1;null;25.580;5.660;15.560;4.360
138;1;null;7.420;3.060;1.120;3.240
139;1;null;28.720;6.040;10.020;12.660
140;1;null;18.740;10.020;1.240;7.480
141;1;null;13.080;5.380;1.800;5.900
142;1;null;26.420;13.840;7.520;5.060
143;0;DragonEscaped;10.160;10.160;0.000;0.000
144;1;null;10.540;3.980;0.640;5.920
145;1;null;22.520;4.200;13.320;5.000
146;1;null;12.860;5.220;4.440;3.200
147;1;null;12.500;5.780;2.600;4.120
148;1;null;22.400;3.940;13.580;4.880
149;1;null;7.880;2.920;2.860;2.100
150;1;null;9.340;3.100;0.580;5.660
151;1;null;9.740;4.540;2.780;2.420
152;0;Timer;33.121;3.120;2.140;27.860
153;1;null;21.740;11.420;5.640;4.680
154;1;null;14.800;4.900;6.820;3.080
155;1;null;15.680;10.440;1.460;3.780
156;0;Timer;34.801;4.800;26.000;4.000
157;1;null;22.240;4.940;8.760;8.540
158;1;null;7.220;3.880;1.700;1.640
159;1;null;7.580;5.140;1.260;1.180
160;1;null;14.320;1.500;11.600;1.220
161;1;null;16.800;5.140;5.120;6.540
162;1;null;22.780;4.860;3.920;14.000
163;1;null;18.340;4.960;4.740;8.640
164;1;null;18.120;6.040;5.800;6.280
165;1;null;11.680;3.660;1.200;6.820
166;1;null;11.900;4.900;5.280;1.720
167;1;null;8.840;3.420;1.740;3.680
168;1;null;13.740;4.580;5.600;3.560
169;1;null;9.040;4.640;2.700;1.700
170;1;null;8.840;4.580;2.980;1.280
171;1;null;11.980;4.060;1.780;6.140
172;1;null;11.900;2.120;5.440;4.340
173;1;null;11.780;8.120;2.580;1.080
174;1;null;16.900;7.120;3.840;5.940
175;1;null;13.400;3.500;2.820;7.080
176;1;null;12.820;5.360;5.400;2.060
177;0;Timer;34.621;4.620;1.720;28.280
178;1;null;6.500;3.440;2.580;0.480
179;1;null;11.500;5.720;2.000;3.780
180;1;null;24.200;6.600;8.920;8.680
181;1;null;17.880;3.860;1.060;12.960
182;1;null;11.700;5.900;2.460;3.340
183;1;null;20.600;10.820;4.780;5.000
184;0;DragonEscaped;9.060;9.060;0.000;0.000
185;1;null;13.420;5.720;1.640;6.060
186;1;null;13.080;6.200;0.980;5.900
187;1;null;17.580;5.600;6.740;5.240
188;1;null;14.420;5.600;3.260;5.560
189;1;null;10.840;4.300;2.160;4.380
190;1;null;20.560;2.100;7.840;10.620
191;0;Timer;34.321;4.320;1.260;28.740
192;1;null;12.420;3.560;3.580;5.280
193;1;null;25.800;5.020;17.240;3.540
194;1;null;7.780;3.020;1.860;2.900
195;1;null;12.600;2.900;6.940;2.760
196;1;null;13.440;1.860;9.240;2.340
197;1;null;13.600;6.500;6.220;0.880
198;1;null;16.500;4.920;2.960;8.620
199;1;null;11.860;3.760;4.140;3.960
200;1;null;9.520;3.920;1.220;4.380
201;1;null;9.400;6.120;1.800;1.480
202;1;null;13.640;4.260;1.480;7.900
203;1;null;7.020;2.280;0.880;3.860
204;1;null;20.680;5.900;11.980;2.800
205;1;null;15.860;9.320;4.920;1.620
206;1;null;15.300;3.580;4.680;7.040
207;1;null;14.440;7.640;2.620;4.180
208;1;null;8.740;2.300;4.960;1.480
209;1;null;15.480;5.580;8.440;1.460
210;1;null;16.440;1.700;7.300;7.440
211;1;null;7.960;4.400;1.160;2.400
212;1;null;11.360;6.680;0.980;3.700
213;1;null;14.700;6.540;7.340;0.820
214;1;null;25.480;9.680;11.100;4.700
215;1;null;6.200;2.560;1.460;2.180
216;1;null;11.140;4.960;1.740;4.440
217;1;null;30.081;4.200;2.740;23.140
218;1;null;9.800;5.340;2.580;1.880
219;0;Timer;33.221;3.220;2.440;27.560
220;1;null;6.940;4.580;1.140;1.220
221;0;Timer;41.001;11.000;1.060;28.940
222;1;null;8.240;5.380;1.000;1.860
223;1;null;12.400;3.680;4.740;3.980
224;1;null;14.160;7.720;2.920;3.520
225;1;null;10.980;5.440;1.920;3.620
226;1;null;18.560;5.360;10.560;2.640
227;1;null;13.160;7.820;1.300;4.040
228;1;null;11.300;4.560;3.280;3.460
229;0;Timer;36.121;6.140;1.340;28.640
230;1;null;10.980;5.000;2.620;3.360
231;0;DragonEscaped;10.460;10.460;0.000;0.000
232;1;null;33.461;4.620;25.060;3.780
233;1;null;8.200;2.460;1.520;4.220
234;1;null;24.080;7.660;3.460;12.960
235;1;null;26.020;9.300;7.780;8.940
236;1;null;11.620;7.400;0.640;3.580
237;1;null;11.500;3.200;5.560;2.740
238;1;null;16.440;5.080;8.020;3.340
239;1;null;7.280;4.500;1.380;1.400
240;1;null;13.340;3.780;0.860;8.700
241;1;null;14.280;4.640;2.040;7.600
242;1;null;8.760;4.880;2.160;1.720
243;1;null;14.620;6.800;2.340;5.480
244;1;null;19.660;9.700;5.680;4.280
245;1;null;21.660;8.980;6.360;6.320
246;1;null;18.460;4.940;3.140;10.380
247;1;null;16.940;1.660;10.760;4.520
248;1;null;31.821;4.400;23.460;3.960
249;1;null;13.380;5.420;5.300;2.660
250;1;null;12.620;2.140;6.640;3.840
251;1;null;10.720;4.300;0.880;5.540
252;1;null;17.020;7.000;2.320;7.700
253;1;null;11.860;2.960;2.000;6.900
254;1;null;11.540;2.100;5.400;4.040
255;1;null;17.340;5.040;1.180;11.120
256;1;null;15.880;4.080;3.940;7.860
257;1;null;19.660;4.000;1.840;13.820
258;1;null;20.340;6.360;8.080;5.900
259;1;null;10.520;3.540;3.720;3.260
260;1;null;11.580;6.140;2.200;3.240
261;1;null;7.580;3.240;1.660;2.680
262;1;null;10.100;4.660;3.080;2.360
263;1;null;17.880;9.060;3.460;5.360
264;1;null;24.260;5.560;9.640;9.060
265;1;null;19.360;4.120;7.280;7.960
266;1;null;13.040;7.500;2.920;2.620
267;1;null;10.680;2.120;1.400;7.160
268;1;null;9.060;4.400;4.220;0.440
269;1;null;12.140;4.820;1.880;5.440
270;1;null;19.780;8.440;7.520;3.820
271;1;null;13.820;4.720;4.600;4.500
272;1;null;9.560;2.400;2.540;4.620
273;0;Timer;36.301;6.300;30.001;0.000
274;1;null;16.820;8.400;1.400;7.020
275;1;null;11.040;1.780;2.500;6.760
276;1;null;15.540;5.940;4.080;5.520
277;1;null;13.100;3.540;2.020;7.540
278;1;null;20.600;7.040;12.080;1.480
279;1;null;7.660;2.700;2.280;2.680
280;1;null;11.160;4.020;0.920;6.220
281;1;null;13.480;6.140;4.080;3.260
282;1;null;15.040;8.160;1.160;5.720
283;1;null;18.700;4.820;6.480;7.400
284;1;null;5.800;3.080;1.900;0.820
285;1;null;14.960;6.600;1.180;7.180
286;1;null;24.520;3.700;4.520;16.300
287;1;null;7.020;3.900;0.680;2.440
288;1;null;10.000;3.000;3.820;3.180
289;1;null;10.700;3.860;2.720;4.120
290;1;null;19.420;4.400;9.000;6.020
291;1;null;25.140;9.760;1.520;13.860
292;1;null;24.360;6.960;4.940;12.460
293;1;null;7.720;5.980;0.980;0.760
294;1;null;5.280;3.740;1.260;0.280
295;1;null;16.860;5.860;5.560;5.440
296;1;null;9.060;4.940;1.280;2.840
297;1;null;7.940;2.880;2.240;2.820
298;1;null;20.240;9.060;1.420;9.760
299;1;null;13.340;7.860;2.500;2.980
300;1;null;19.080;10.440;0.780;7.860
301;1;null;8.140;6.140;1.380;0.620
302;1;null;38.441;9.760;9.940;18.740
303;1;null;11.580;5.800;1.580;4.200
304;1;null;11.580;4.960;1.420;5.200
305;0;Timer;34.621;4.620;9.400;20.600
306;1;null;17.380;4.900;5.340;7.140
307;0;DragonEscaped;10.480;10.480;0.000;0.000
308;1;null;6.560;2.600;1.380;2.580
309;1;null;9.860;2.700;3.780;3.380
310;1;null;14.060;4.860;2.380;6.820
311;1;null;14.420;3.500;7.380;3.540
312;1;null;12.300;3.480;2.480;6.340
313;1;null;15.260;5.040;5.920;4.300
314;1;null;21.020;6.520;10.840;3.660
315;1;null;21.440;3.500;8.960;8.980
316;1;null;20.600;7.580;9.040;3.980
317;1;null;14.640;1.360;8.660;4.620
318;1;null;33.901;4.900;19.960;9.040
319;1;null;19.380;7.200;8.600;3.580
320;1;null;19.760;5.380;3.000;11.380
321;1;null;12.160;6.860;1.260;4.040
322;1;null;11.240;5.340;1.660;4.240
323;0;DragonEscaped;16.680;16.680;0.000;0.000
