personality,hitsInflicted_mean,dragonsKilled_mean,hasKey_mean,timeToFindKey_mean,agentCollisions_mean,distanceTraveled_mean,avgSpeed_mean,avgDistanceFromAgents_mean,avgDistanceFromDragons_mean,idleTime_mean,timeInVicinityOfAgents_mean
Extrovert,0.32324386065105654,0.09880068532267276,0.001142204454597373,0.9764999999999999,5.355796687607081,19.1894477441462,0.8639263278126784,2.8449840091376357,6.443209023415191,2.1693203883495147,6.923577955454026
Introvert,3.377498572244432,1.1319246145059965,0.960022844089092,4.811006543723983,2.7766990291262137,31.58965105653912,2.7414683038263847,3.151477441462022,5.987804683038264,0.21624214734437464,3.78087949743004
Neurotic,0.2707024557395774,0.07424328954882924,0.0017133066818960593,2.3326666666666664,3.704740148486579,16.0223472301542,1.0285305539691605,3.2337464306110792,7.398921187892633,0.8894574528840663,5.111627641347801
NonConscientious,1.9868646487721302,0.6641918903483723,0.001142204454597373,1.5545,4.570531125071388,22.18826613363792,1.5262724157624215,2.9149800114220445,6.022549971444889,0.5235636778983438,5.719200456881782
